Recette;C_min;C_max;Si_min;Si_max;Mn_min;Mn_max;Cu_min;Cu_max;Cr_min;Cr_max;P_min;P_max;Ni_min;Ni_max;Mo_min;Mo_max;Sn_min;Sn_max
GS 400-15;3.55;3.65;2;2.2;0;0.2;0;0.1;0;0.05;0;0.03;0;0.02;0;0.01;0;0.015
